"TOA5","GREON 03","CR1000","64170","CR1000.Std.27","CPU:GREON3_2015-04-28.CR1","9050","WQData"
"TIMESTAMP","RECORD","YSI_Temp_C","YSI_Cond_uScm","YSI_SpCond_uScm","YSI_Sal_PSU","YSI_ODO_Sat","YSI_ODO_mgL","YSI_Turb_FNU","YSI_TSS_mgL","YSI_Chl_RFU","YSI_Chl_ugL","YSI_BGAPC_RFU","YSI_BGAPC_ugL","YSI_fDOM_RFU","YSI_fDOM_QSU","YSI_Batt_V","YSI_CablePwr_V","YSI_WiperPos_V","SUNA_Nitrate_uM","SUNA_Nitrate_mgL","SUNA_LightAve","SUNA_DarkAve"
"TS","RN","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2015-09-05 07:50:00",1582,24.57,369.45,372.49,0.18,102.66,8.54,4.13,0,3.28,13.16,0.77,0.8,0.03,2.03,0,12.58,0.78,60.6,0.849,14281,1100
"2015-09-05 08:50:00",1583,24.55,386.72,390.1,0.19,101.45,8.45,4.19,0,3.14,12.6,1.02,1.05,0.08,2.18,0,12.61,0.78,60.4,0.846,14288,1099
"2015-09-05 09:50:00",1584,24.62,392.22,395.12,0.19,100.87,8.39,4.24,0,2.98,11.97,0.69,0.72,-0.36,0.87,0,13.09,0.79,61.1,0.855,14165,1096
"2015-09-05 10:50:00",1585,24.7,392.86,395.15,0.19,100.66,8.36,4.39,0,2.96,11.87,0.71,0.74,-0.39,0.77,0,13.06,0.79,60.8,0.852,14049,1098
"2015-09-05 11:50:00",1586,24.69,393.35,395.67,0.19,100.41,8.34,4.59,0,3.01,12.08,0.72,0.75,-0.42,0.68,0,13.03,0.8,61.1,0.856,13975,1099
"2015-09-05 12:50:00",1587,24.81,393.43,394.9,0.19,101.25,8.39,4.84,0,2.03,8.15,0.69,0.72,-0.53,0.33,0,13.2,0.79,60.7,0.851,13940,1102
"2015-09-05 13:50:00",1588,24.92,394.12,394.71,0.19,102.54,8.48,4.54,0,2.91,11.67,0.66,0.69,-0.47,0.53,0,13.64,0.79,60.8,0.852,13862,1112
"2015-09-05 14:50:00",1589,25.01,394.85,394.76,0.19,104.06,8.59,4.61,0,3.17,12.72,0.74,0.77,-0.57,0.22,0,13.27,0.8,60.5,0.847,13821,1126
"2015-09-05 15:50:00",1590,25.07,395,394.49,0.19,105.6,8.71,4.62,0,2.98,11.97,0.8,0.83,-0.43,0.66,0,13.06,0.8,60.1,0.842,13820,1131
"2015-09-05 16:50:00",1591,25.12,395.23,394.35,0.19,107.37,8.84,4.55,0,3.52,14.14,0.89,0.92,-0.28,1.09,0,13.04,0.8,60.1,0.842,13825,1124
"2015-09-05 17:50:00",1592,25.13,394.82,393.86,0.19,108.93,8.97,4.75,0,4.27,17.12,0.82,0.85,-0.4,0.74,0,12.95,0.8,60.3,0.845,13917,1117
"2015-09-05 18:50:00",1593,25.13,395.04,394.03,0.19,110.41,9.09,4.83,0,5.37,21.51,0.85,0.88,-0.4,0.73,0,12.84,0.8,59.9,0.839,13916,1111
"2015-09-05 19:50:00",1594,25.15,395.39,394.28,0.19,110.62,9.11,4.51,0,3.85,15.46,0.96,0.99,-0.45,0.58,0,12.79,0.79,60.2,0.843,13948,1105
"2015-09-05 20:50:00",1595,25.12,394.97,394.04,0.19,110.55,9.11,4.73,0,3.19,12.82,0.91,0.95,-0.35,0.87,0,12.77,0.8,59.7,0.836,14032,1100
"2015-09-05 21:50:00",1596,25.1,395.13,394.34,0.19,110.78,9.13,4.56,0,4.27,17.14,1.04,1.07,-0.22,1.27,0,12.75,0.79,60.4,0.846,14038,1097
"2015-09-05 22:50:00",1597,25.14,394.17,393.12,0.19,110.05,9.06,4.58,0,3.5,14.03,0.92,0.95,-0.37,0.82,0,12.73,0.79,59.5,0.834,14079,1096
"2015-09-05 23:50:00",1598,25.08,393.99,393.35,0.19,108.63,8.95,4.91,0,4.75,19.05,0.92,0.96,-0.56,0.25,0,12.72,0.8,60.3,0.845,14117,1096
"2015-09-06 00:50:00",1599,25.01,393.86,393.8,0.19,106.56,8.8,4.51,0,4.42,17.71,0.92,0.95,-0.47,0.51,0,12.7,0.79,61,0.854,14104,1095
"2015-09-06 01:50:00",1600,24.96,393.29,393.62,0.19,104.17,8.61,4.43,0,6.43,25.76,0.84,0.87,-0.43,0.66,0,12.68,0.79,60.9,0.853,14078,1098
"2015-09-06 02:50:00",1601,24.9,392.87,393.59,0.19,101.99,8.43,4.21,0,4.75,19.05,0.86,0.9,-0.24,1.22,0,12.67,0.78,61,0.855,14144,1097
"2015-09-06 03:50:00",1602,24.81,392.19,393.59,0.19,99.67,8.26,4.24,0,3.4,13.64,0.84,0.88,-0.13,1.55,0,12.64,0.8,61.4,0.86,14119,1096
"2015-09-06 04:50:00",1603,24.73,391.37,393.39,0.19,97.88,8.12,5.12,0,2.96,11.89,0.73,0.76,-0.4,0.72,0,12.62,0.79,61.7,0.864,14151,1097
"2015-09-06 05:50:00",1604,24.66,390.84,393.38,0.19,96.14,7.99,4.23,0,2.39,9.6,0.75,0.78,-0.35,0.88,0,12.6,0.78,61.9,0.867,14135,1096
"2015-09-06 06:50:10",1605,24.59,379.47,382.5,0.18,95.11,7.91,4.27,0,2.7,10.87,0.67,0.7,-0.02,1.86,0,12.58,0.78,62.3,0.873,14161,1096
"2015-09-06 07:50:10",1606,24.56,389.41,392.71,0.19,94.43,7.86,4.59,0,2.99,12.02,0.59,0.62,-0.05,1.77,0,12.61,0.77,62.6,0.876,14152,1098
"2015-09-06 08:50:10",1607,24.68,390.23,392.6,0.19,94.43,7.84,4.52,0,2.38,9.57,0.6,0.63,-0.41,0.7,0,13.1,0.79,62.6,0.877,14046,1094
"2015-09-06 09:50:10",1608,24.79,391.4,393,0.19,94.72,7.85,4.52,0,2.22,8.93,0.63,0.66,-0.22,1.28,0,13.2,0.79,62.9,0.882,13894,1122
"2015-09-06 10:50:10",1609,24.82,391,392.36,0.19,95.46,7.91,4.39,0,2.52,10.14,0.61,0.65,-0.55,0.27,0,13.74,0.8,62.9,0.881,13834,1143
"2015-09-06 11:50:20",1610,24.92,385.09,385.69,0.18,96.49,7.98,4.53,0,2.85,11.45,0.61,0.64,-0.25,1.18,0,13.24,0.79,63,0.883,13728,1149
"2015-09-06 12:50:30",1611,25.02,391.21,391.04,0.19,97.3,8.03,4.72,0,2.68,10.75,0.62,0.65,-0.37,0.82,0,13.25,0.79,63,0.883,13746,1165
"2015-09-06 13:50:30",1612,25.05,390.11,389.74,0.19,98.5,8.12,4.57,0,2.39,9.6,0.64,0.67,-0.73,-0.25,0,13.15,0.82,62.9,0.881,13754,1149
"2015-09-06 14:50:30",1613,25.17,391.01,389.76,0.19,100.17,8.24,4.48,0,3.18,12.75,0.7,0.73,-0.4,0.73,0,13.06,0.8,62.8,0.879,13779,1151
"2015-09-06 15:50:40",1614,25.27,390.88,388.91,0.19,102.8,8.44,4.78,0,3.11,12.48,0.71,0.74,-0.35,0.87,0,13.09,0.79,62.5,0.875,13741,1153
"2015-09-06 16:50:40",1615,25.36,390.67,388.04,0.18,104.71,8.59,4.55,0,3.02,12.13,0.66,0.69,-0.4,0.75,0,12.97,0.79,62.9,0.881,13750,1152
"2015-09-06 17:50:40",1616,25.43,390.48,387.29,0.18,105.89,8.67,4.7,0,3.07,12.31,0.72,0.75,-0.31,1.01,0,12.96,0.79,62.7,0.879,13762,1142
"2015-09-06 18:50:40",1617,25.48,390.47,386.94,0.18,106.29,8.7,4.78,0,3.07,12.33,0.66,0.69,-0.5,0.43,0,12.81,0.81,62.8,0.88,13785,1138
"2015-09-06 19:50:40",1618,25.38,388.49,385.67,0.18,105.6,8.66,4.82,0,4.44,17.81,0.88,0.91,-0.31,1,0,12.79,0.8,63.6,0.891,13726,1117
"2015-09-06 20:50:40",1619,25.33,386.39,383.96,0.18,105.2,8.63,5.04,0,3.29,13.22,0.75,0.79,-0.77,-0.39,0,12.76,0.8,63.5,0.89,13931,1104
"2015-09-06 21:50:40",1620,25.28,384.53,382.48,0.18,104.74,8.6,4.72,0,5.24,20.99,0.83,0.86,-0.37,0.82,0,12.74,0.79,63.8,0.893,13994,1098
"2015-09-06 22:50:40",1621,25.28,383.48,381.45,0.18,103.45,8.5,4.61,0,2.98,11.97,0.75,0.78,-0.66,-0.06,0,12.72,0.79,63.9,0.895,13999,1098
"2015-09-06 23:50:40",1622,25.23,381.49,379.84,0.18,101.78,8.37,4.35,0,3.18,12.76,0.72,0.75,-0.44,0.6,0,12.71,0.8,64.4,0.902,13966,1098
"2015-09-07 00:50:40",1623,25.17,380.13,378.92,0.18,99.87,8.22,4.34,0,3.72,14.92,0.82,0.85,-0.45,0.58,0,12.69,0.8,64.7,0.906,14023,1096
"2015-09-07 01:50:40",1624,25.09,378.84,378.2,0.18,97.71,8.05,4.31,0,2.56,10.3,0.93,0.96,-0.72,-0.23,0,12.68,0.8,65.2,0.913,14022,1097
"2015-09-07 02:50:40",1625,24.99,376.7,376.77,0.18,95.45,7.88,4.68,0,2.72,10.92,0.68,0.71,-0.26,1.14,0,12.66,0.79,65.8,0.922,14054,1097
"2015-09-07 03:50:40",1626,24.94,375.37,375.78,0.18,94.09,7.78,4.24,0,3.81,15.28,0.7,0.73,-0.29,1.05,0,12.64,0.79,66.1,0.925,14064,1097
"2015-09-07 04:50:40",1627,24.9,373.99,374.69,0.18,92.82,7.68,4.22,0,2.33,9.35,0.68,0.71,-0.15,1.49,0,12.62,0.79,65.9,0.923,14083,1099
"2015-09-07 05:50:40",1628,24.86,372.85,373.87,0.18,91.56,7.58,4.23,0,3.32,13.33,0.61,0.64,-0.29,1.06,0,12.59,0.79,66.4,0.93,14142,1097
"2015-09-07 06:50:40",1629,24.8,370.87,372.33,0.18,90.53,7.5,4.49,0,2.41,9.68,0.52,0.55,-0.18,1.38,0,12.58,0.79,67.1,0.94,14155,1098
"2015-09-07 07:50:40",1630,24.81,370.33,371.67,0.18,89.74,7.43,4.76,0,2.3,9.26,0.54,0.57,0.02,1.99,0,12.57,0.77,65.9,0.924,14114,1099
"2015-09-07 08:50:40",1631,24.79,369.65,371.14,0.18,89.29,7.4,4.76,0,2.15,8.66,0.39,0.42,-0.06,1.76,0,12.57,0.77,66.7,0.934,14091,1098
"2015-09-07 09:50:40",1632,24.77,368.61,370.25,0.18,88.86,7.37,4.1,0,2.21,8.9,0.44,0.47,-0.07,1.73,0,12.58,0.78,66.7,0.935,14147,1097
"2015-09-07 10:50:40",1633,24.75,367.83,369.56,0.18,88.69,7.36,4.46,0,1.99,8,0.48,0.51,-0.05,1.79,0,12.73,0.78,66.6,0.932,14115,1096
"2015-09-07 11:50:40",1634,24.76,367.63,369.33,0.18,88.57,7.34,4.66,0,2.05,8.24,0.4,0.43,-0.11,1.61,0,12.74,0.79,66.9,0.937,14093,1097
"2015-09-07 12:50:40",1635,24.79,367.15,368.62,0.18,88.64,7.35,4.98,0,1.72,6.92,0.51,0.54,-0.07,1.71,0,13.09,0.78,66.9,0.937,14039,1096
"2015-09-07 13:50:40",1636,24.92,367.72,368.27,0.18,89.22,7.38,4.49,0,1.95,7.83,0.67,0.7,-0.18,1.39,0,13.2,0.79,67,0.939,13936,1098
"2015-09-07 14:50:40",1637,25.05,368.18,367.84,0.18,89.93,7.42,4.22,0,1.75,7.03,0.53,0.57,-0.4,0.72,0,13.54,0.8,66.6,0.933,13805,1116
"2015-09-07 15:50:40",1638,25.05,368.09,367.71,0.17,90.39,7.46,5.08,0,1.7,6.84,0.53,0.56,-0.59,0.15,0,13.13,0.79,66.9,0.936,13787,1128
"2015-09-07 16:50:40",1639,25.08,367.92,367.34,0.17,91.42,7.54,4.27,0,2.08,8.36,0.44,0.47,-0.37,0.81,0,13.24,0.79,66.7,0.934,13850,1119
"2015-09-07 17:50:40",1640,25.12,368.06,367.25,0.17,92.2,7.6,4.26,0,1.87,7.54,0.4,0.43,-0.34,0.92,0,12.98,0.79,66.6,0.933,13767,1117
"2015-09-07 18:50:40",1641,25.09,367.39,366.78,0.17,92.61,7.63,4.19,0,2.37,9.53,0.48,0.51,-0.15,1.49,0,12.84,0.79,66.9,0.937,13869,1107
"2015-09-07 19:50:40",1642,25.01,366.3,366.22,0.17,92.79,7.66,4.3,0,2.31,9.28,0.47,0.5,-0.17,1.41,0,12.79,0.78,67.6,0.947,13955,1100
"2015-09-07 20:50:40",1643,24.97,365.4,365.62,0.17,93.36,7.71,4.16,0,2.24,9,0.48,0.51,-0.16,1.46,0,12.77,0.79,68,0.953,14029,1099
"2015-09-07 21:50:40",1644,24.91,364.55,365.16,0.17,93.61,7.74,5.07,0,2.01,8.1,0.47,0.5,-0.05,1.77,0,12.74,0.78,68.9,0.966,14067,1099
"2015-09-07 22:50:40",1645,24.88,363.59,364.45,0.17,93.56,7.74,4.59,0,2.3,9.24,0.59,0.62,-0.06,1.76,0,12.72,0.77,69.2,0.969,14143,1101
"2015-09-07 23:50:40",1646,24.8,362.78,364.2,0.17,92.76,7.69,4.24,0,3.98,15.95,0.48,0.51,-0.08,1.7,0,12.71,0.78,70.3,0.985,14134,1102
"2015-09-08 00:50:40",1647,24.71,362.08,364.09,0.17,91.34,7.58,4.39,0,3.23,12.97,0.46,0.49,-0.15,1.49,0,12.69,0.78,70.3,0.985,14198,1104
"2015-09-08 01:50:40",1648,24.6,361.19,363.94,0.17,89.76,7.47,5.46,0,2.02,8.12,0.77,0.8,-0.15,1.47,0,12.66,0.79,71.3,0.999,14206,1105
"2015-09-08 02:50:40",1649,24.57,360.5,363.48,0.17,88.35,7.35,4.19,0,2.68,10.78,0.51,0.54,-0.04,1.82,0,12.65,0.78,71.1,0.996,14248,1104
"2015-09-08 03:50:40",1650,24.47,359.64,363.31,0.17,86.72,7.23,4.18,0,2.6,10.45,0.43,0.46,0.05,2.09,0,12.63,0.77,71.5,1,14209,1104
"2015-09-08 04:50:40",1651,24.4,358.71,362.83,0.17,85.33,7.12,4.12,0,1.98,7.96,0.44,0.48,-0.01,1.92,0,12.6,0.78,70.9,0.993,14223,1105
"2015-09-08 05:50:40",1652,24.32,357.68,362.39,0.17,84.2,7.04,4.12,0,2.69,10.79,0.54,0.57,0.05,2.09,0,12.58,0.77,71.6,1,14295,1107
"2015-09-08 06:50:40",1653,24.24,356.54,361.78,0.17,83.86,7.02,4.13,0,2.19,8.79,0.38,0.41,-0.03,1.84,0,12.55,0.77,71.6,1,14274,1109
"2015-09-08 07:50:40",1654,24.15,354.75,360.64,0.17,83.85,7.03,4.13,0,1.71,6.9,0.34,0.37,0.01,1.97,0,12.54,0.78,71.7,1,14331,1108
"2015-09-08 08:50:40",1655,24.11,354.16,360.31,0.17,83.72,7.03,4.67,0,4.36,17.48,0.36,0.4,-0.41,0.7,0,12.61,0.76,71.9,1.01,14338,1112
"2015-09-08 09:50:40",1656,24.09,354.33,360.58,0.17,83.62,7.02,4.97,0,1.57,6.33,0.28,0.31,-0.36,0.84,0,12.74,0.76,72.2,1.01,14345,1111
"2015-09-08 10:50:40",1657,24.18,354.22,359.83,0.17,84.08,7.05,5.27,0,1.52,6.15,0.36,0.39,0.14,2.35,0,13.09,0.77,71.9,1.01,14288,1106
"2015-09-08 11:50:40",1658,24.31,354,358.75,0.17,84.57,7.07,4.39,0,1.51,6.07,0.29,0.32,0.01,1.96,0,13.27,0.78,71.1,0.996,14191,1098
"2015-09-08 12:50:40",1659,24.37,353.49,357.81,0.17,85.62,7.15,4.7,0,1.33,5.38,0.34,0.37,-0.18,1.39,0,13.36,0.79,71.1,0.995,14057,1098
"2015-09-08 13:50:40",1660,24.39,352.08,356.26,0.17,86.58,7.23,4.83,0,1.28,5.15,0.34,0.37,-0.12,1.58,0,13.92,0.78,70.5,0.987,14098,1099
"2015-09-08 14:50:40",1661,24.47,353.91,357.51,0.17,87.54,7.3,4.48,0,1.82,7.31,0.58,0.61,-0.41,0.7,0,13.2,0.8,70.7,0.99,13990,1103
"2015-09-08 15:50:40",1662,24.5,354.19,357.64,0.17,88.4,7.37,4.99,0,1.48,5.97,0.39,0.42,-0.83,-0.57,0,13.35,0.81,69.9,0.98,14007,1103
"2015-09-08 16:50:50",1663,24.51,353.87,357.23,0.17,89.03,7.42,4.4,0,1.79,7.2,0.34,0.37,-0.35,0.87,0,13.1,0.8,69.2,0.969,14024,1101
"2015-09-08 17:50:50",1664,24.55,354.55,357.63,0.17,90.81,7.56,4.24,0,1.74,7.02,0.41,0.44,-0.27,1.11,0,13.01,0.8,70,0.98,14020,1101
"2015-09-08 18:50:50",1665,24.56,355.11,358.11,0.17,92.21,7.67,4.3,0,3.32,13.34,0.51,0.54,-0.27,1.14,0,12.96,0.79,70.1,0.982,14104,1098
"2015-09-08 19:50:50",1666,24.55,355.29,358.35,0.17,92.6,7.71,4.41,0,1.8,7.24,0.43,0.46,-0.34,0.92,0,12.79,0.79,70.5,0.987,14143,1098
"2015-09-08 20:51:00",1667,24.52,355.82,359.13,0.17,93.27,7.77,4.51,0,1.92,7.73,0.47,0.5,0.01,1.98,0,12.77,0.77,71.7,1,14159,1099
"2015-09-08 21:51:00",1668,24.42,355.58,359.58,0.17,93.57,7.81,4.63,0,2.82,11.32,0.41,0.44,0.05,2.08,0,12.75,0.78,71.7,1,14266,1103
"2015-09-08 22:51:00",1669,24.34,355.26,359.78,0.17,93.26,7.79,4.68,0,1.98,7.95,0.38,0.41,-0.01,1.89,0,12.73,0.78,71.8,1.01,14270,1107
"2015-09-08 23:51:00",1670,24.16,354.39,360.13,0.17,92.61,7.77,4.74,0,2.1,8.46,0.41,0.44,-0.07,1.74,0,12.71,0.78,72.3,1.01,14352,1110
"2015-09-09 00:51:00",1671,23.98,353.1,360.15,0.17,91.36,7.69,4.4,0,1.96,7.89,0.43,0.46,-0.51,0.4,0,12.69,0.76,72.7,1.02,14409,1120
"2015-09-09 01:51:00",1672,23.74,352.62,361.31,0.17,89.63,7.58,4.24,0,3.76,15.1,0.4,0.43,-0.9,-0.78,0,12.66,0.76,73.5,1.03,14551,1127
"2015-09-09 02:51:00",1673,23.6,350.11,359.76,0.17,88.75,7.52,4.77,0,1.8,7.24,0.36,0.39,-0.47,0.53,0,12.64,0.77,72.7,1.02,14614,1136
"2015-09-09 03:51:00",1674,23.41,349.09,360,0.17,87.28,7.42,4.52,0,1.83,7.38,0.55,0.58,0,1.94,0,12.61,0.77,73.1,1.02,14641,1142
"2015-09-09 04:51:00",1675,23.26,346.76,358.7,0.17,86.17,7.35,4.35,0,1.97,7.92,0.34,0.37,0.21,2.57,0,12.59,0.77,72.9,1.02,14732,1149
"2015-09-09 05:51:00",1676,23.21,347.41,359.69,0.17,85.53,7.3,4.31,0,1.86,7.5,0.41,0.44,-0.09,1.65,0,12.55,0.76,73.5,1.03,14811,1157
"2015-09-09 06:51:00",1677,23,345.59,359.35,0.17,84.92,7.28,4.87,0,2.43,9.76,0.34,0.37,-0.01,1.9,0,12.51,0.76,73.1,1.02,14895,1165
"2015-09-09 07:51:00",1678,22.92,346.24,360.58,0.17,84.65,7.27,4.51,0,1.48,5.96,0.25,0.29,0.04,2.06,0,12.51,0.76,72.7,1.02,14785,1170
"2015-09-09 08:51:00",1679,23.01,347.48,361.19,0.17,84.59,7.25,4.48,0,1.78,7.17,0.28,0.32,0.25,2.69,0,12.68,0.78,72.8,1.02,14866,1159
"2015-09-09 09:51:00",1680,23.2,349.91,362.38,0.17,84.97,7.26,4.83,0,1.56,6.29,0.31,0.34,-0.01,1.91,0,13.4,0.77,73.5,1.03,14618,1134
"2015-09-09 10:51:00",1681,23.48,353.21,363.8,0.17,85.4,7.25,4.5,0,1.5,6.05,0.47,0.51,-0.07,1.72,0,13.7,0.79,73.6,1.03,14318,1104
"2015-09-09 11:51:00",1682,23.63,353.28,362.77,0.17,85.82,7.27,4.95,0,1.6,6.43,0.32,0.35,-0.2,1.34,0,13.27,0.79,72.9,1.02,14154,1097
"2015-09-09 12:51:00",1683,23.71,354.81,363.78,0.17,86.98,7.36,4.86,0,1.77,7.13,0.33,0.36,-0.06,1.75,0,13.22,0.78,72.8,1.02,14056,1099
"2015-09-09 13:51:00",1684,23.8,355.59,363.96,0.17,88.29,7.45,4.79,0,1.7,6.86,0.32,0.36,-0.38,0.8,0,13.54,0.81,72.7,1.02,13984,1102
"2015-09-09 14:51:10",1685,24.04,378.06,385.12,0.18,89.74,7.54,4.66,0,2.12,7.95,0.58,-0.6,31.97,96.67,0,13.57,0.77,73.3,1.03,13579,1179
"2015-09-09 15:51:10",1686,23.93,380.41,388.34,0.19,91.57,7.71,5.07,0,2.33,8.76,0.75,-0.42,32.15,97.21,0,13.08,0.75,73.3,1.03,13729,1127
"2015-09-09 16:51:10",1687,23.9,379.88,388.04,0.19,92.62,7.8,4.66,0,2.55,9.65,0.6,-0.58,32.47,98.16,0,12.95,0.74,73.3,1.03,13882,1108
"2015-09-09 17:51:10",1688,23.91,378.55,386.63,0.18,92.98,7.83,4.69,0,2.76,10.5,0.55,-0.63,32.32,97.71,0,12.96,1.14,72.8,1.02,13893,1101
"2015-09-09 18:51:10",1689,23.93,377.44,385.34,0.18,93.74,7.89,5.03,0,2.82,10.74,0.61,-0.57,32.23,97.45,0,12.84,0.75,72.7,1.02,14004,1099
"2015-09-09 19:51:10",1690,23.84,376.34,384.84,0.18,94.07,7.93,5.08,0,3.14,12,0.76,-0.42,32.22,97.42,0,12.79,0.76,72.6,1.02,14098,1104
"2015-09-09 20:51:10",1691,23.72,374.49,383.84,0.18,93.82,7.93,5.48,0,2.33,8.76,0.79,-0.39,32.45,98.12,0,12.75,1.13,72.1,1.01,14202,1111
"2015-09-09 21:51:10",1692,23.55,372.32,382.96,0.18,93.56,7.94,5.14,0,4.83,18.78,0.71,-0.47,32.6,98.56,0,12.73,0.76,72.2,1.01,14295,1119
"2015-09-09 22:51:10",1693,23.45,372.32,383.72,0.18,92.68,7.88,4.92,0,2.51,9.5,0.75,-0.42,32.83,99.25,0,12.71,0.75,72.6,1.02,14314,1127
"2015-09-09 23:51:10",1694,23.35,370.48,382.53,0.18,91.5,7.79,5.22,0,2.81,10.69,0.62,-0.56,33.01,99.78,0,12.69,1.14,72.2,1.01,14334,1128
"2015-09-10 00:51:10",1695,23.23,368.94,381.88,0.18,90.43,7.72,5.11,0,2.68,10.18,0.65,-0.53,33.09,100.03,0,12.67,0.75,72.1,1.01,14395,1130
"2015-09-10 01:51:10",1696,23.15,368.21,381.72,0.18,89.14,7.62,5.88,0,3.22,12.32,0.71,-0.47,33.18,100.29,0,12.65,0.75,72.4,1.01,14400,1130
"2015-09-10 02:51:10",1697,23.02,366.9,381.35,0.18,88.15,7.55,5.08,0,2.99,11.42,0.6,-0.57,33.19,100.34,0,12.62,1.14,71.7,1,14390,1130
"2015-09-10 03:51:10",1698,23,365.53,380.06,0.18,87.31,7.48,5.01,0,2.17,8.11,0.58,-0.6,33.47,101.17,0,12.6,0.75,71.3,0.999,14407,1132
"2015-09-10 04:51:10",1699,22.88,364.06,379.43,0.18,86.84,7.46,5.25,0,2.17,8.12,0.97,-0.21,33.58,101.5,0,12.56,1.15,70.5,0.988,14449,1134
"2015-09-10 05:51:10",1700,22.82,361.86,377.61,0.18,86.57,7.45,5.57,0,2.12,7.91,0.62,-0.56,33.55,101.41,0,12.53,0.76,70.7,0.991,14470,1137
"2015-09-10 06:51:10",1701,22.73,359.88,376.2,0.18,86.03,7.41,5.18,0,2.04,7.62,0.84,-0.34,33.62,101.62,0,12.51,1.15,70.1,0.982,14485,1141
"2015-09-10 07:51:10",1702,22.72,358.94,375.28,0.18,85.92,7.4,5.13,0,1.79,6.63,0.7,-0.48,33.81,102.19,0,12.52,0.75,69.5,0.974,14456,1137
"2015-09-10 08:51:10",1703,22.74,356.64,372.72,0.18,85.81,7.39,5.49,0,1.94,7.19,0.55,-0.63,33.64,101.69,0,12.54,1.14,69.6,0.975,14388,1134
"2015-09-10 09:51:10",1704,22.77,358.37,374.33,0.18,85.55,7.36,5.61,0,1.93,7.16,0.57,-0.61,33.78,102.11,0,12.6,0.75,69.3,0.971,14288,1129
"2015-09-10 10:51:10",1705,22.8,358.61,374.36,0.18,85.21,7.33,5.49,0,1.91,7.08,0.58,-0.59,33.9,102.45,0,13.22,1.14,68.7,0.962,14211,1123
"2015-09-10 11:51:10",1706,22.89,357.71,372.75,0.18,84.92,7.29,5.72,0,1.86,6.9,0.67,-0.51,33.96,102.63,0,13.16,0.75,67.6,0.947,14001,1104
"2015-09-10 12:51:10",1707,22.94,356.67,371.27,0.18,84.94,7.29,5.81,0,2.54,9.6,0.68,-0.5,33.99,102.73,0,13.42,0.75,66.2,0.928,13939,1100
"2015-09-10 13:51:10",1708,23.04,356.59,370.47,0.18,86.36,7.4,5.5,0,1.79,6.62,0.71,-0.47,34.13,103.14,0,13.49,0.75,66.5,0.932,13838,1098
"2015-09-10 14:51:10",1709,23.15,357.6,370.69,0.18,87.82,7.5,5.58,0,2.16,8.08,0.7,-0.48,34.17,103.28,0,13.99,1.14,65.9,0.923,13838,1099
"2015-09-10 15:51:10",1710,23.22,354.88,367.36,0.18,88.74,7.57,5.55,0,2.25,8.44,0.62,-0.56,34.45,104.12,0,13.33,0.77,64.6,0.904,13738,1099
"2015-09-10 16:51:10",1711,23.33,354.76,366.48,0.17,90.7,7.73,5.79,0,2.29,8.6,0.61,-0.57,34.53,104.34,0,13.2,0.75,64.6,0.904,13668,1099
"2015-09-10 17:51:10",1712,23.39,353.67,364.88,0.17,92.41,7.86,6,0,2.4,9.06,0.64,-0.54,34.55,104.42,0,12.97,1.14,63.7,0.893,13750,1100
"2015-09-10 18:51:10",1713,23.41,347.93,358.79,0.17,92.28,7.85,5.97,0,2.28,8.56,0.62,-0.56,35.04,105.87,0,12.82,0.75,62.2,0.872,13707,1102
"2015-09-10 19:51:10",1714,23.36,343.5,354.61,0.17,92.06,7.84,6.51,0,2.57,9.72,0.71,-0.47,35.21,106.4,0,12.77,1.13,61.4,0.86,13703,1107
"2015-09-10 20:51:20",1715,23.21,342.82,354.96,0.17,92.32,7.88,6.64,0,2.47,9.34,0.7,-0.48,35.3,106.66,0,12.75,0.75,62.3,0.873,13651,1116
"2015-09-10 21:51:20",1716,23.11,342.58,355.43,0.17,91.93,7.86,6.6,0,2.46,9.3,0.72,-0.46,35.57,107.48,0,12.72,1.14,61.8,0.865,13855,1125
"2015-09-10 22:51:20",1717,22.95,337.87,351.67,0.17,90.2,7.74,6.96,0,4.16,16.07,0.76,-0.42,35.89,108.44,0,12.7,0.75,61.7,0.864,13872,1131
"2015-09-10 23:51:20",1718,22.73,335.81,351.03,0.17,89.15,7.68,6.45,0,2.2,8.25,0.72,-0.46,36.05,108.9,0,12.68,1.15,61.9,0.867,13973,1136
"2015-09-11 00:51:20",1719,22.56,335.17,351.53,0.17,88.36,7.64,6.58,0,2.62,9.93,0.74,-0.44,36.17,109.26,0,12.66,0.76,61.5,0.862,13978,1139
"2015-09-11 01:51:20",1720,22.43,335.58,352.93,0.17,87.57,7.59,6.42,0,2.09,7.8,0.94,-0.24,36.32,109.72,0,12.64,1.14,61.3,0.858,13959,1144
"2015-09-11 02:51:20",1721,22.3,330.14,348.09,0.17,86.3,7.5,6.65,0,2.42,9.11,0.74,-0.44,36.73,110.96,0,12.62,0.75,59.9,0.839,13987,1149
"2015-09-11 03:51:20",1722,22.16,333,352.09,0.17,86.4,7.52,6.63,0,3.88,14.95,0.76,-0.41,36.49,110.22,0,12.59,1.15,60.8,0.851,14066,1154
